ID,class, sampleid, microid, x, y, z, numcal, vol, compK, elongK, compM, minD, maxD, rmean, rstd, b1mean, b1std, b2mean, b2std, b3mean, b3std, r1, r2, r3, r4, surf, surfovervol,Angular Second Moment,Contrast,Correlation,Sum of Squares: Variance,Inverse Difference Moment,Sum Average,Sum Variance,Sum Entropy,Entropy,Difference Variance,Difference Entropy,Information Measure of Correlation 1,Information Measure of Correlation 2,Maximal Correlation Coefficient,Variance,Skewness,Kurtosis,SRE,LRE,GLN,RLN,RP,LGRE,HGRE,SRLGE,SRHGE,LRLGE,LRHGE,GLV,RLV,SZE,LZE,GLN2,ZSN,ZP,LGZE,HGZE,SZLGE,SZHGE,LZLGE,LZHGE,GLV2,ZSV,Coarseness,Contrast2,Busyness,Complexity,Strength
2_ 08B16484_ mc-31-7,2, 08B16484, mc-31-7,627,1273,1371,35,22373,0.07606,2.71437,0.012825,44.349251,120.380273,109.33823,34.62963,37.435937,13.306101,17.812007,9.946423,14.825712,7.27011,2.920676,2.101725,1.201427,7.374906,3783,0.142502,0.000378524,81.94127331,0.956266236,939.4489072,0.134930086,240.5934935,3675.854356,7.738444635,11.59739968,0.000316473,4.196115153,-0.286329677,0.988109384,4.887442803,191.0788326,0.278379756,-1.122109203,0.854736986,2.096360721,0.034225319,0.686364197,0.790488731,0.014425868,2424.743484,0.009875498,2309.020337,0.162113931,3090.250188,0.001576309,5.27543E-06,0.647285995,46131.87301,0.006953721,0.389181194,0.13388912,0.004033029,6696.378324,0.001771076,4516.837873,232.8465778,10576006.21,3.30734E-06,3.72709E-07,0.000225328,0.046940114,1.177452575,15012.53825,21.68219512
2_ 08B16484_ mc-33-3,2, 08B16484, mc-33-3,216,1162,1598,35,1885,0.072858,2.525167,0.027402,16.226257,40.974013,94.020551,31.100477,33.315964,13.41014,25.068892,7.066646,24.313799,5.096,2.822087,1.328976,1.031056,3.866963,1018,0.394727,0.000582827,415.8520894,0.77674086,924.6847179,0.066990032,220.5597536,3282.886782,7.47419483,10.96293806,0.000121308,5.288330038,-0.343942697,0.994705051,2.60810499,109.8294862,1.137385814,0.804392696,0.968855303,1.202429579,0.008942745,0.923246072,0.949450132,0.024213855,4376.717432,0.015191315,4314.601868,0.120042973,4647.909515,0.008687199,3.8192E-06,0.781035484,4.322072586,0.008197243,0.566316981,0.650096453,0.007949769,5142.894773,0.005043764,4273.649293,0.072428639,12260.9491,0.00261575,9.96664E-07,0.006706903,0.214664913,0.017651141,59118.41154,157.0480629
2_ 08B16484_ mc-41-1,2, 08B16484, mc-41-1,544,1596,499,35,2864,0.158399,2.480275,0.040438,16.681195,41.373944,89.169557,22.523536,33.180076,12.901375,15.053558,5.625884,13.111373,3.598058,2.687443,2.204135,1.14813,6.800932,1149,0.297437,0.000681396,139.5176621,0.825139001,397.8356272,0.099811505,201.9658164,1451.824847,7.052789379,10.79665259,0.000300215,4.485111439,-0.239138419,0.970152702,3.15769941,178.9246696,0.588053388,-0.70520299,0.968485515,1.155746874,0.009210002,0.920958792,0.955034188,0.001158869,4473.620034,0.001079076,4369.767906,0.001578844,4952.246619,0.014081609,4.42148E-06,0.735264009,10.27615063,0.009382835,0.500345469,0.557666667,0.000816517,4992.267583,0.000505332,3762.874188,0.034416835,22278.1054,0.001475775,5.85647E-07,0.006407699,0.20715634,0.034993879,15548.06349,50.56065728
2_ 08B16484_ mc-42-2,2, 08B16484, mc-42-2,541,1665,617,35,166,0.050574,1.50653,0.029074,11.863746,17.873086,67.925267,5.684024,42.451499,8.312067,21.402274,5.549824,15.462938,3.410011,1.600068,1.983504,1.384101,4.392779,255,0.453737,0.012782413,15.65450302,0.422586552,13.37758127,0.249359997,152.6653214,37.85582206,4.369599054,6.542413304,0.001510332,2.979940106,-0.221762354,0.894207999,1.640292154,157.6986863,0.699399441,-0.31591854,0.960067414,1.179716981,0.047761103,0.900015352,0.946428571,0.000210544,4901.141981,0.000202605,4694.853187,0.000246614,5820.920991,0.159500502,3.30973E-05,0.623093419,10.10404624,0.042266698,0.362892178,0.450520833,0.000227098,4593.786127,0.000147349,2743.023338,0.00200409,52232.17919,0.018790894,1.81419E-05,0.033875933,0.144820186,0.013838676,0,13.84213884
2_ 08B16484_ mc-43-3,2, 08B16484, mc-43-3,514,1693,687,35,28838,0.057711,2.120938,0.016868,56.377912,119.574077,122.321179,42.285691,35.170685,13.35928,16.848819,8.591564,13.855534,6.505049,3.47793,2.087427,1.216035,8.828327,9731,0.164885,0.000235506,138.4966251,0.951581275,1439.143773,0.116274909,266.3498904,5618.078467,8.079173136,12.3206516,0.000216756,4.536809577,-0.266681813,0.986461311,5.421895061,174.0311196,0.269128428,-1.100384298,0.895150354,1.869343225,0.015260628,0.7631069,0.835738515,0.022371804,4580.079452,0.013125492,4411.653388,0.308124045,5465.644385,0.001553974,1.97044E-06,0.706273408,5633.458148,0.00603689,0.461511693,0.231328248,0.003713042,9029.013739,0.001925941,6568.737525,49.02095231,1485198.737,1.59512E-05,7.7348E-08,0.000297232,0.087966405,0.838568512,25027.4559,19.40929778
2_ 08B16484_ mc-43-4,2, 08B16484, mc-43-4,588,1660,681,35,7199,0.025826,2.087193,0.006837,48.742055,101.73406,123.54021,44.851509,34.590759,13.921981,16.472451,8.333586,14.36739,6.139906,3.57148,2.099916,1.146517,8.598654,5504,0.19551,0.000248257,146.9434434,0.955051414,1642.151877,0.121560773,270.4494435,6421.664063,8.113850136,12.29395353,0.000211262,4.573314888,-0.279126376,0.988706204,5.346945072,197.6998028,0.299207352,-1.155157539,0.884178235,1.757255185,0.02176535,0.740654277,0.833980262,0.017069385,3672.728271,0.012624256,3518.716062,0.086630736,4495.515498,0.001693196,3.68818E-06,0.702858709,10715.96037,0.006080264,0.456912536,0.18208923,0.003312488,8732.908477,0.001489027,6323.611685,69.54620802,2974865.629,8.84591E-06,1.79532E-07,0.000368289,0.071755384,0.630785249,25533.83191,35.08572017
2_ 08B16484_ mc-43-5,2, 08B16484, mc-43-5,564,1698,722,35,45029,0.039256,1.870622,0.016886,74.13104,138.671181,122.32729,43.484692,35.786903,13.369323,17.862138,9.191148,15.022502,6.970715,3.418214,2.003506,1.189025,8.142937,11209,0.153248,0.000242996,134.7788973,0.956064852,1540.239446,0.122228668,268.0858248,6026.178887,8.089330681,12.31158611,0.000216231,4.529635568,-0.269895852,0.987143123,5.554367837,184.4814216,0.276128185,-1.151268992,0.872077802,1.920038151,0.024013023,0.717782072,0.815364417,0.016748121,2992.106341,0.011692627,2857.411279,0.170273436,3731.703562,0.001121715,2.9955E-06,0.686825048,44784.78403,0.006235634,0.436529995,0.147991051,0.003686484,8358.860934,0.001775508,6042.267137,247.8841005,11070202.09,2.71369E-06,9.1609E-08,0.000105482,0.051754865,1.958882178,24754.43277,12.16607508
2_ 08B16484_ mc-52-3,2, 08B16484, mc-52-3,658,1357,1565,35,6407,0.208612,1.553166,0.103812,25.443934,39.518656,95.505226,26.598569,35.486939,13.858578,15.780572,9.882444,13.264185,6.954285,2.691278,2.248774,1.189713,7.200233,1641,0.201771,0.000508038,94.19140503,0.915212984,556.0776165,0.11516512,213.1230381,2130.119061,7.345504709,11.20832572,0.000321264,4.264771341,-0.250109378,0.977559877,4.307042597,157.1799067,0.552288556,-0.748793188,0.963870896,1.259051626,0.007640218,0.912189229,0.938968139,0.015058771,6274.025802,0.009152753,6102.502613,0.101502764,7086.931851,0.01440121,2.88293E-06,0.702596389,6.621708493,0.008081484,0.457665533,0.557362365,0.003224762,6304.066386,0.002104384,4390.585269,0.14570214,35413.1209,0.001904575,5.46351E-07,0.005986578,0.146230435,0.023308638,15841.01057,59.50530989
2_ 08B16484_ mc-57-1,2, 08B16484, mc-57-1,656,1755,2125,35,21585,0.043955,2.172692,0.017944,48.949375,106.3519,107.681409,39.083066,35.951586,15.256043,17.029724,11.170827,14.493916,8.008024,2.995178,2.111108,1.174957,7.429421,6334,0.186261,0.000294273,117.223939,0.955781895,1326.120454,0.110922543,242.3265577,5187.257879,7.944657031,12.1151508,0.000222887,4.443150003,-0.263288169,0.985700372,5.347008795,145.4773638,0.688384293,-0.477902864,0.871544121,2.588846697,0.022522625,0.717818134,0.789150903,0.028690573,2374.592527,0.01737798,2280.058958,0.86989016,2891.926625,0.000665126,1.81094E-06,0.659499687,18933.51225,0.007142791,0.403261503,0.162779307,0.008167658,6572.195406,0.004647163,4643.493958,140.7596651,3987856.185,3.84304E-06,1.47851E-07,0.000238534,0.035172335,0.705922543,25645.54277,27.28069433
2_ 08B16484_ mc-57-2,2, 08B16484, mc-57-2,678,1806,2145,35,10175,0.020866,2.443229,0.007365,45.584672,111.373782,98.940494,31.39677,36.479347,15.007079,16.887986,11.138093,13.839341,8.074444,2.712233,2.160077,1.220288,7.14922,4558,0.230832,0.000398556,110.1063082,0.931485109,805.7619503,0.114005032,223.1437958,3112.941493,7.587517006,11.64151623,0.000264898,4.397183157,-0.243410701,0.977568128,4.86971265,148.976326,0.580176282,-0.750550375,0.852156311,2.147673913,0.032191061,0.681743438,0.786484969,0.024985447,1452.466351,0.016336837,1381.682259,0.26652262,1861.313556,0.00091225,3.64029E-06,0.650666061,39017.63246,0.007890642,0.392952314,0.112503093,0.007058336,5272.245415,0.004095001,3750.589901,256.6040678,8438825.106,3.2792E-06,4.36009E-07,0.000196172,0.026533947,1.067852472,17950.63014,19.90551347
2_ 08B16484_ mc-57-3,2, 08B16484, mc-57-3,642,1636,2142,35,31,0.012576,2.458646,0.003337,8.550019,21.021471,65.97,3.949315,38.793333,11.532102,19.428715,8.284345,15.141162,4.592003,1.70055,1.996701,1.283172,4.356997,125,0.625,0.079968663,6.895910483,-0.009883898,3.412456436,0.38811576,146.7391662,6.753915261,2.728061084,3.863772303,0.003013459,2.170883836,-0.348018983,0.881176849,1.250405849,315.5150884,0.482537029,-1.356230699,0.946727068,1.218710493,0.10118415,0.868255549,0.932783019,0.00020706,4871.1378,0.000196641,4597.526233,0.00024982,5994.711757,0.54367986,0.000114612,0.610702381,10.17142857,0.087346939,0.36,0.4375,0.000220724,4583.142857,0.000140271,2681.463145,0.002041055,50975.8,0.097149649,0.000125478,0.086586228,0.236246874,0.013889156,0,6.311551535
2_ 08B16484_ mc-61-1,2, 08B16484, mc-61-1,519,2184,574,35,9068,0.052773,2.684923,0.008331,38.312758,102.866802,102.38567,28.66256,35.64728,13.677048,16.094583,8.885049,13.951702,6.110045,2.872187,2.214862,1.153593,7.338579,3763,0.205505,0.000429701,86.47136138,0.929571663,615.3778329,0.122764091,224.785055,2375.03997,7.483846866,11.40344186,0.000333886,4.231414095,-0.251928126,0.979029767,4.642582918,164.5630968,0.29374654,-0.997945062,0.866085037,1.909257612,0.031389593,0.706666598,0.810001637,0.018322943,1821.888403,0.012757911,1741.35371,0.109956796,2261.230302,0.001178935,4.25778E-06,0.657634568,31283.68561,0.007489925,0.401378587,0.135785668,0.005001758,5615.476115,0.002123037,3903.744402,185.4400771,6571957.488,5.31531E-06,5.26788E-07,0.000275972,0.045738348,1.059286434,14064.3448,18.70135955
2_ 08B16484_ mc-61-2,2, 08B16484, mc-61-2,479,2149,600,35,10174,0.059369,2.927547,0.008354,36.477463,106.789487,102.143168,28.780404,36.06633,12.973312,15.744344,8.822344,13.400492,6.35644,2.832092,2.290748,1.174908,7.622344,3985,0.197346,0.000430845,87.32605649,0.930380894,628.8062563,0.123675786,224.3593681,2427.898969,7.482926561,11.40755549,0.000334919,4.230809885,-0.25117302,0.978539722,4.664063924,167.5149939,0.30280782,-1.040309574,0.867064556,1.911062355,0.030730191,0.708485065,0.810773021,0.019079341,1890.400983,0.013385611,1807.865075,0.121519082,2339.4179,0.001292154,4.60694E-06,0.661120846,30390.1044,0.007396856,0.405483937,0.136650423,0.004868135,5739.958333,0.002122427,3990.568518,187.2524493,6291252.299,5.43681E-06,4.7505E-07,0.0002701,0.048028916,1.126390338,14074.45291,17.60829816
2_ 08B16484_ mc-71-1,2, 08B16484, mc-71-1,141,1996,1607,35,350,0.057337,1.671578,0.023741,14.668814,24.520068,76.538972,12.682412,32.906695,11.595947,22.913743,6.891294,21.818812,6.671761,2.325939,1.436112,1.050183,3.507935,342,0.567164,0.003037497,132.8713438,0.430785937,114.8247877,0.103219515,175.1542326,326.4278071,5.852576359,8.486491869,0.000390668,4.41629081,-0.374571093,0.989664327,1.865198125,147.1562122,0.648669942,-0.548529592,0.972252687,1.126856464,0.012767073,0.929676933,0.961678752,0.000983634,3074.083489,0.000934477,3012.855796,0.001214487,3336.697619,0.026793866,1.05669E-05,0.756064377,5.029783394,0.012589764,0.529455942,0.631339031,0.000763837,3331.100181,0.000496957,2583.589367,0.010761755,9637.211191,0.003071473,1.81594E-06,0.016157538,0.342236397,0.019213236,10682.28826,59.95855643
2_ 08B16484_ mc-74-1,2, 08B16484, mc-74-1,591,2372,1896,35,29609,0.015412,1.420196,0.010144,100.6284,142.91205,108.467035,36.142043,36.67391,14.35707,17.355936,10.828708,14.408544,7.936197,2.957608,2.113047,1.204559,7.527966,9544,0.197439,0.000322582,95.92770585,0.955064226,1070.712944,0.126109698,239.4379869,4186.924071,7.821453755,11.87530909,0.000269225,4.296091215,-0.266861908,0.984771671,5.162648726,156.6730916,0.486418127,-0.886153995,0.850993771,2.437969482,0.033264145,0.679698643,0.777668879,0.025855243,1440.682394,0.016447792,1364.677218,0.580542806,1873.129271,0.000543488,2.26634E-06,0.640512656,173094.4457,0.007692666,0.380747206,0.093954733,0.008336822,5745.058579,0.004296376,4024.199009,977.1735169,40324829.73,9.065E-07,2.33955E-07,6.19903E-05,0.024021859,3.130029528,22292.58619,8.824137039
2_ 08B16484_ mc-74-2,2, 08B16484, mc-74-2,672,2411,1934,35,27272,0.06295,2.289145,0.019482,48.867549,111.864897,123.289792,45.435195,35.401667,15.243665,16.387693,11.715346,12.547067,9.561089,3.482599,2.160259,1.306098,9.826184,9410,0.167256,0.000227103,124.74053,0.963368766,1711.271657,0.120047861,269.5986324,6720.346098,8.187126618,12.39459577,0.000202708,4.479742415,-0.281537595,0.98999263,5.534992663,150.1954976,0.377045498,-0.977961247,0.9042641,2.086374901,0.012608842,0.7811407,0.840099595,0.02564817,4910.250151,0.016447816,4720.605504,0.60644958,5902.098183,0.000991112,1.00533E-06,0.686145273,3016.120311,0.005674537,0.4356634,0.234154192,0.005457482,9704.874964,0.00285105,6862.754372,34.99932292,1084747.564,2.10016E-05,6.85188E-08,0.000386893,0.080295847,0.451133982,33434.84706,28.06850057
2_ 08B16484_ mc-75-3,2, 08B16484, mc-75-3,567,2354,1974,35,48979,0.038255,1.241651,0.026643,98.660922,122.502428,114.124792,41.344192,39.043921,13.509777,20.424768,11.987084,16.543241,9.17103,2.922985,1.911597,1.234629,6.898575,10915,0.166598,0.000301016,91.87795601,0.967686573,1425.479794,0.128772243,254.1799257,5610.04122,7.990142639,11.98518259,0.000277985,4.251214535,-0.291488728,0.989967032,5.250097304,191.565704,0.403649988,-1.070533386,0.880868963,2.494781399,0.019262339,0.734973732,0.80507176,0.029781615,2808.545418,0.018774284,2673.493725,0.878729391,3532.992043,0.000540025,1.13582E-06,0.648657971,26883.25,0.006700207,0.390353931,0.15559822,0.00639049,7209.172266,0.003398022,4965.493124,252.0863942,7561893.434,2.60494E-06,7.65843E-08,0.000144815,0.052002551,1.389450777,23396.29324,11.32484298
2_ 08B16484_ mc-75-4,2, 08B16484, mc-75-4,628,2402,1971,35,43262,0.01833,1.721711,0.008656,99.305574,170.975494,120.597329,44.104246,38.105493,14.476106,19.721421,12.7038,15.450127,10.005941,3.164828,1.932188,1.276457,7.805588,19673,0.182046,0.000221901,120.2552035,0.962400455,1602.557163,0.117452572,265.9010886,6289.973447,8.155054166,12.41523694,0.000203445,4.465831915,-0.270540819,0.987854167,5.686126293,139.4646016,0.382596713,-0.929566472,0.871303182,2.493867262,0.021653862,0.716760297,0.795624175,0.031621273,2473.728934,0.020785589,2364.945476,0.811780791,3058.554047,0.000383119,1.15388E-06,0.663828854,99243.99657,0.006247131,0.408123355,0.126047176,0.008317316,8239.284092,0.004239925,5857.6956,880.7627164,19634603.22,1.37765E-06,7.97234E-08,6.14961E-05,0.035867978,2.635483521,33596.39278,9.201716447
2_ 08B16484_ mc-76-5,2, 08B16484, mc-76-5,663,2129,2036,35,50493,0.234256,2.000661,0.066506,45.598484,91.22712,128.580054,47.643061,34.138314,15.001369,14.670245,9.881055,11.791734,7.284481,3.766444,2.327045,1.244113,10.904253,6711,0.11752,0.000271764,126.983342,0.966031799,1876.65641,0.132723033,280.3306598,7379.642299,8.172187701,12.275641,0.000226816,4.479387947,-0.293278641,0.991124646,5.563686073,211.3106218,0.176890476,-1.290176813,0.940280501,1.991596709,0.006556427,0.859813364,0.873053104,0.029773383,9452.523428,0.016613134,9052.670088,0.757120802,11653.99281,0.003928503,8.71258E-07,0.710462866,87.96264054,0.005517957,0.466991179,0.424267519,0.004756107,10511.52824,0.002594494,7586.538299,6.737596601,659357.2478,0.000174305,4.25603E-08,0.001240833,0.164817711,0.12585781,23584.87658,31.67727181
2_ 08B16484_ mc-77-1,2, 08B16484, mc-77-1,193,2615,38,35,760,0.071942,1.702453,0.029538,17.34086,29.521994,87.148014,23.745369,30.938067,13.042875,20.955283,7.536576,19.501103,6.605455,2.816854,1.476385,1.074569,4.468876,564,0.509025,0.001221163,423.1956125,0.597524084,520.8252769,0.063902771,205.5684592,1660.105495,6.96419453,9.797461543,0.000148718,5.28198414,-0.423233343,0.997361,2.053051111,144.8360786,0.880564041,-0.131291381,0.97476386,1.126676907,0.009593423,0.936269182,0.96339779,0.020192424,3692.689247,0.015079674,3643.664948,0.056330263,3901.182565,0.015152552,6.39731E-06,0.804291094,3.284235294,0.009358837,0.602369107,0.694671461,0.005453519,4157.005647,0.003407487,3513.415778,0.094026751,8694.606588,0.006140453,2.51636E-06,0.010096326,0.349553578,0.016818092,42304.92583,110.7363119
2_ 08B16484_ mc-80-1,2, 08B16484, mc-80-1,208,2943,613,35,2912,0.128914,1.864845,0.048789,20.956226,39.080104,75.402816,10.105754,39.649714,11.258226,17.385397,7.888094,12.936369,5.866659,1.901724,2.280633,1.343916,5.828746,1345,0.282622,0.002706555,27.00029025,0.743323506,52.45980838,0.209154289,166.2989067,182.8389433,5.664530738,8.751005792,0.001015914,3.364110554,-0.168316103,0.874876021,2.742693473,154.4882307,0.414296176,-0.848507813,0.963956326,1.182813394,0.013586368,0.910223631,0.94829692,0.000868374,3909.522082,0.000809798,3755.94494,0.001153241,4672.99831,0.026888509,6.6291E-06,0.632692811,12.69923134,0.014518273,0.374227218,0.444554674,0.000707315,3638.892884,0.000394667,2239.373573,0.02016396,57445.4183,0.00203268,1.1864E-06,0.005968362,0.12937591,0.033375589,5202.144601,19.81507708
2_ 08B16484_ mc-84-1,2, 08B16484, mc-84-1,644,2459,1000,35,9647,0.199034,2.710187,0.033581,24.346265,65.982936,89.509054,20.748423,35.937598,13.348686,14.547184,9.067755,11.037979,6.399315,2.49068,2.470416,1.317921,8.109188,2523,0.203058,0.000749838,62.96310201,0.90103438,318.980062,0.137857199,197.4405314,1212.957146,6.985567252,10.66107769,0.000468414,3.933356715,-0.234543754,0.964047034,4.137436802,145.6630069,0.56507344,-0.580476514,0.952327588,1.27278631,0.008581375,0.883870527,0.928769834,0.01466908,4331.212548,0.012195797,4200.928729,0.038830992,4986.851584,0.007051398,2.17999E-06,0.669177101,68.53090789,0.008801388,0.416014481,0.42070088,0.003173338,5072.544242,0.001490886,3366.801511,1.031624996,48652.23549,0.000247757,1.65206E-07,0.003222697,0.15339614,0.067884822,10776.54022,27.80643958
2_ 08B16484_ mc-88-1,2, 08B16484, mc-88-1,157,2473,1409,35,2114,0.059474,2.403644,0.021522,19.195623,46.139446,87.385599,23.000052,33.971481,13.624844,25.733861,7.475032,25.947043,4.431946,2.572322,1.320108,0.991784,3.367844,1100,0.370121,0.000710474,230.0703383,0.755217628,466.5725364,0.093199329,200.6642241,1636.219807,7.062710608,10.74378212,0.00020409,4.901580398,-0.265434363,0.981026702,2.637555788,117.5457405,0.976490589,0.186395237,0.963024199,1.220442281,0.010378769,0.908807067,0.942994285,0.015827934,3351.617916,0.010406714,3283.735553,0.082571646,3652.987258,0.008029115,4.35868E-06,0.745059487,9.372168285,0.009324234,0.51425014,0.558117297,0.005084696,4063.833619,0.00308255,3180.262189,0.168191941,13772.42338,0.001249383,6.66749E-07,0.005343937,0.184014166,0.034012389,27715.68775,73.16663716
2_ 08B16484_ mc-92-1,2, 08B16484, mc-92-1,595,2501,1814,35,4106,0.174058,1.57433,0.085979,23.045137,36.280659,89.690138,22.249035,37.188534,13.03082,18.120288,9.369016,14.467983,6.26837,2.411769,2.052315,1.252441,6.199215,1267,0.233548,0.000679394,87.0315769,0.884815607,377.9056384,0.113445264,200.6672326,1424.590977,7.067783848,10.7934312,0.000359066,4.18341718,-0.241607566,0.971762602,3.846807714,139.9108745,0.609760572,-0.55579049,0.972014494,1.14826766,0.009058667,0.929837154,0.958533457,0.005652745,5790.931222,0.004026731,5648.397934,0.02036164,6464.331995,0.01916929,3.88859E-06,0.708294608,6.004828119,0.009275956,0.465003839,0.568074602,0.00166767,6003.647354,0.000890361,4295.663698,0.031883018,30006.45848,0.002602745,7.45069E-07,0.007250009,0.141363584,0.017118521,15402.46285,61.41376273
2_ 08B16484_ mc-94-4,2, 08B16484, mc-94-4,562,2436,1953,35,74937,0.040446,1.426574,0.026633,98.961606,141.176014,125.147991,46.920604,38.185456,14.260675,19.653079,12.062432,15.535148,9.333349,3.277373,1.942976,1.265072,8.055797,15201,0.141077,0.000305442,103.0972327,0.971119134,1789.464936,0.146631994,276.4595339,7054.76251,8.101131059,12.15062688,0.000254379,4.364047024,-0.293594879,0.9912764,5.576274587,219.4762145,0.179722069,-1.319122633,0.873154738,2.382302006,0.023180342,0.720419712,0.7988197,0.02705731,3195.64276,0.01621799,3023.434257,0.698626158,4123.301907,0.000559144,1.43693E-06,0.656599711,80737.67612,0.006256886,0.399619978,0.142632405,0.006937786,8226.848691,0.00358285,5786.490383,504.6717073,18533128.95,1.38928E-06,7.34959E-08,7.48667E-05,0.059856919,2.602389892,24948.37062,8.004460505
2_ 09b00536__ mc-100-1,2, 09b00536_, mc-100-1,69,2295,1602,62,1574,0.1363,1.916105,0.055973,15.87045,30.409455,76.921032,11.986781,35.975915,12.701657,14.622874,7.610399,11.167155,4.964256,2.138126,2.460249,1.309454,6.888149,768,0.304762,0.002049912,38.09824158,0.788045563,89.32598626,0.17482656,171.5251746,319.2057035,6.019324241,9.195663718,0.000743704,3.63629951,-0.202104815,0.929447393,2.769543815,143.3799177,0.6264373,-0.501395937,0.963819822,1.173361174,0.012010176,0.90932437,0.949777329,0.008514041,4073.641574,0.006001996,3936.260441,0.030906362,4695.60844,0.02852266,6.83093E-06,0.662910804,6.018032787,0.012711637,0.411035004,0.538156154,0.002687462,3746.218852,0.00173519,2341.711855,0.029743757,27472.92213,0.003347997,1.74569E-06,0.010821742,0.157054654,0.016535569,7716.044103,42.965448
2_ 09b00536__ mc-103-1,2, 09b00536_, mc-103-1,52,1697,2069,62,4969,0.032409,2.122606,0.011009,36.138752,76.708329,82.564747,19.440162,39.395665,12.39965,19.075399,10.405039,13.379723,6.413983,2.095783,2.06526,1.425695,6.170886,2227,0.277025,0.00090122,74.43689028,0.880771357,311.2876092,0.138465633,190.1761772,1170.713547,6.846257473,10.52522357,0.000416376,4.106060065,-0.219558453,0.95824404,3.795280667,152.3686222,0.742065457,-0.513364085,0.949637224,1.322939266,0.010689557,0.877448932,0.923172692,0.015240722,3029.243069,0.010492089,2920.112396,0.113789088,3546.499076,0.005391852,2.56689E-06,0.635302393,24.45945946,0.010535835,0.376001651,0.404044232,0.004070871,3523.535084,0.002112424,2332.065368,1.148092706,37133.3719,0.000436251,3.44236E-07,0.002651547,0.097101865,0.076947047,11471.17772,24.7076575
2_ 09b00536__ mc-103-2,2, 09b00536_, mc-103-2,71,1702,2074,62,180,0.001174,2.122606,0.000399,36.138752,76.708329,82.564747,19.440162,39.407264,12.399635,19.331834,10.294399,13.707603,5.944262,2.095166,2.038465,1.4103,6.023281,2227,0.277025,0.00090122,74.43689028,0.880771357,311.2876092,0.138465633,190.1761772,1170.713547,6.846257473,10.52522357,0.000416376,4.106060065,-0.219558453,0.95824404,3.795280667,152.3686222,0.742065457,-0.513364085,0.949637224,1.322939266,0.010689557,0.877448932,0.923172692,0.015240722,3029.243069,0.010492089,2920.112396,0.113789088,3546.499076,0.005391852,2.56689E-06,0.635302393,24.45945946,0.010535835,0.376001651,0.404044232,0.004070871,3523.535084,0.002112424,2332.065368,1.148092706,37133.3719,0.000436251,3.44236E-07,0.002651547,0.097101865,0.076947047,11471.17772,24.7076575
2_ 09b00536__ mc-103-3,2, 09b00536_, mc-103-3,124,1938,2114,62,171,0.036959,2.044461,0.010485,12.404205,25.359908,67.958949,5.606325,41.687194,9.957076,21.375667,9.664048,15.117123,5.981081,1.630212,1.950217,1.414004,4.495495,281,0.461412,0.011343865,15.90871881,0.366428842,12.43482462,0.25097252,152.9603335,33.83057967,4.343094175,6.666420313,0.001486188,3.015526162,-0.197658396,0.87172795,1.577331444,176.0394651,0.608586573,-0.540001807,0.95551162,1.213253341,0.052458156,0.889915355,0.938571794,0.000201621,5090.061358,0.00019309,4853.087769,0.000242754,6217.371148,0.224746437,4.48088E-05,0.628703817,9.605263158,0.046485457,0.369286704,0.452380952,0.000217279,4778.625,0.000144169,2843.658395,0.001891129,49741.89474,0.024417001,2.18572E-05,0.034245719,0.156064215,0.014690783,0,12.41692608
2_ 09b00536__ mc-106-1,2, 09b00536_, mc-106-1,84,2421,306,62,13686,0.04375,2.130401,0.013171,47.543207,101.286084,96.122567,25.557583,36.013697,12.360248,15.912183,5.866181,12.665066,4.82236,2.669056,2.263278,1.256384,7.589583,6228,0.20205,0.000486741,80.25578649,0.919897885,501.6937639,0.135023943,212.1242974,1926.519269,7.314349068,11.24282555,0.000347624,4.174718624,-0.231267802,0.969313603,4.722269726,142.3910229,0.447796725,-0.875582746,0.892014706,1.636727582,0.024437394,0.755219327,0.850104596,0.016102434,2011.900673,0.012259415,1928.201385,0.066868703,2436.528938,0.001151557,3.27991E-06,0.6541925,18021.09086,0.008287669,0.397469846,0.181344431,0.003625667,4765.410973,0.001875022,3242.796309,134.0773897,3269599.479,4.65311E-06,1.74176E-07,0.000217526,0.065060201,1.44149617,16431.42447,10.54889519
2_ 09b00536__ mc-106-2,2, 09b00536_, mc-106-2,115,2387,327,62,13846,0.039985,2.191601,0.012698,46.964713,102.927904,95.601327,25.303877,35.986952,12.354194,16.24919,6.617839,12.934655,5.356986,2.656555,2.214692,1.256252,7.3911,6422,0.198118,0.00049032,79.5431265,0.919075644,492.2111283,0.13564474,211.1180777,1889.301387,7.301566836,11.23261716,0.000349031,4.169381678,-0.229625677,0.968443932,4.716423254,139.7992019,0.47803332,-0.823615904,0.891422341,1.643790733,0.024893165,0.754080919,0.849084143,0.019131799,1891.193602,0.014370538,1811.382083,0.08004584,2296.677384,0.001097706,3.3456E-06,0.65018905,19226.12686,0.008411439,0.39272234,0.176738166,0.004194978,4568.10442,0.002126852,3110.56767,145.3323467,3539506.399,3.85485E-06,1.49295E-07,0.000191034,0.061302223,1.619816209,16613.05371,9.56546861
